representation,patient_a,patient_b,conditional_same_set
4-view,TCGA-B0-5702,TCGA-BP-5190,0.0
4-view,TCGA-B0-5702,TCGA-BP-5191,0.6666666666666666
4-view,TCGA-B0-5702,TCGA-BP-5192,0.0
4-view,TCGA-B0-5702,TCGA-BP-5194,0.0
4-view,TCGA-B0-5702,TCGA-BP-5195,0.0
4-view,TCGA-B0-5702,TCGA-BP-5196,0.6666666666666666
4-view,TCGA-B0-5702,TCGA-BP-5199,0.6666666666666666
4-view,TCGA-B0-5702,TCGA-BP-5200,1.0
4-view,TCGA-B0-5702,TCGA-CJ-4637,1.0
4-view,TCGA-B0-5702,TCGA-CJ-4641,1.0
4-view,TCGA-B0-5702,TCGA-CJ-4900,1.0
4-view,TCGA-B0-5702,TCGA-CJ-4902,0.6666666666666666
4-view,TCGA-B0-5702,TCGA-CJ-4903,1.0
4-view,TCGA-B0-5702,TCGA-CJ-4904,0.0
4-view,TCGA-B0-5702,TCGA-CJ-4923,0.5
4-view,TCGA-B0-5702,TCGA-CJ-6027,1.0
4-view,TCGA-B0-5702,TCGA-CJ-6028,1.0
4-view,TCGA-B0-5702,TCGA-CJ-6030,1.0
4-view,TCGA-B0-5702,TCGA-CJ-6033,0.5
4-view,TCGA-B0-5702,TCGA-CZ-4859,0.0
4-view,TCGA-B0-5702,TCGA-CZ-4863,0.5
4-view,TCGA-B0-5702,TCGA-CZ-4865,1.0
4-view,TCGA-B0-5702,TCGA-CZ-5451,0.0
4-view,TCGA-B0-5702,TCGA-CZ-5462,1.0
4-view,TCGA-B0-5702,TCGA-CZ-5468,0.6666666666666666
4-view,TCGA-B0-5702,TCGA-CZ-5984,1.0
4-view,TCGA-B0-5702,TCGA-CZ-5985,1.0
4-view,TCGA-B0-5702,TCGA-CZ-5988,1.0
4-view,TCGA-B0-5702,TCGA-G6-A5PC,1.0
4-view,TCGA-B0-5702,TCGA-G6-A8L7,1.0
4-view,TCGA-B0-5703,TCGA-B0-5706,1.0
4-view,TCGA-B0-5703,TCGA-B0-5709,0.375
4-view,TCGA-B0-5703,TCGA-B0-5712,0.5
4-view,TCGA-B0-5703,TCGA-B0-5812,0.0
4-view,TCGA-B0-5703,TCGA-B8-4148,1.0
4-view,TCGA-B0-5703,TCGA-B8-4151,0.5
4-view,TCGA-B0-5703,TCGA-B8-4153,0.0
4-view,TCGA-B0-5703,TCGA-B8-4619,0.0
4-view,TCGA-B0-5703,TCGA-B8-4622,0.5
4-view,TCGA-B0-5703,TCGA-B8-5158,0.5
4-view,TCGA-B0-5703,TCGA-B8-5159,0.0
4-view,TCGA-B0-5703,TCGA-B8-5162,1.0
4-view,TCGA-B0-5703,TCGA-B8-5164,0.5
4-view,TCGA-B0-5703,TCGA-B8-5165,0.0
4-view,TCGA-B0-5703,TCGA-B8-5546,0.0
4-view,TCGA-B0-5703,TCGA-B8-5549,1.0
4-view,TCGA-B0-5703,TCGA-B8-5550,0.75
4-view,TCGA-B0-5703,TCGA-B8-5551,0.44999999999999996
4-view,TCGA-B0-5703,TCGA-B8-5553,0.0
4-view,TCGA-B0-5703,TCGA-B8-A54D,0.5
4-view,TCGA-B0-5703,TCGA-B8-A54E,0.3529411764705882
4-view,TCGA-B0-5703,TCGA-B8-A54F,1.0
4-view,TCGA-B0-5703,TCGA-B8-A54G,0.1764705882352941
4-view,TCGA-B0-5703,TCGA-BP-4164,0.5
4-view,TCGA-B0-5703,TCGA-BP-4167,0.6
4-view,TCGA-B0-5703,TCGA-BP-4770,0.7894736842105263
4-view,TCGA-B0-5703,TCGA-BP-4782,0.1764705882352941
4-view,TCGA-B0-5703,TCGA-BP-4960,1.0
4-view,TCGA-B0-5703,TCGA-BP-4962,0.75
4-view,TCGA-B0-5703,TCGA-BP-4965,0.0
4-view,TCGA-B0-5703,TCGA-BP-4967,1.0
4-view,TCGA-B0-5703,TCGA-BP-4970,0.0
4-view,TCGA-B0-5703,TCGA-BP-4971,1.0
4-view,TCGA-B0-5703,TCGA-BP-4972,0.1764705882352941
4-view,TCGA-B0-5703,TCGA-BP-4976,0.0
4-view,TCGA-B0-5703,TCGA-BP-4977,0.5
4-view,TCGA-B0-5703,TCGA-BP-4982,0.0
4-view,TCGA-B0-5703,TCGA-BP-4986,1.0
4-view,TCGA-B0-5703,TCGA-BP-4988,1.0
4-view,TCGA-B0-5703,TCGA-BP-4989,0.6666666666666666
4-view,TCGA-B0-5703,TCGA-BP-4992,0.5
4-view,TCGA-B0-5703,TCGA-BP-4994,0.0
4-view,TCGA-B0-5703,TCGA-BP-4995,0.0
4-view,TCGA-B0-5703,TCGA-BP-4999,0.0
4-view,TCGA-B0-5703,TCGA-BP-5000,0.5
4-view,TCGA-B0-5703,TCGA-BP-5001,0.0
4-view,TCGA-B0-5703,TCGA-BP-5004,0.0
4-view,TCGA-B0-5703,TCGA-BP-5006,0.0
4-view,TCGA-B0-5703,TCGA-BP-5007,0.0
4-view,TCGA-B0-5703,TCGA-BP-5009,0.5
4-view,TCGA-B0-5703,TCGA-BP-5010,1.0
4-view,TCGA-B0-5703,TCGA-BP-5174,0.0
4-view,TCGA-B0-5703,TCGA-BP-5175,1.0
4-view,TCGA-B0-5703,TCGA-BP-5180,0.1764705882352941
4-view,TCGA-B0-5703,TCGA-BP-5181,0.0
4-view,TCGA-B0-5703,TCGA-BP-5183,0.0
4-view,TCGA-B0-5703,TCGA-BP-5184,0.0
4-view,TCGA-B0-5703,TCGA-BP-5186,0.0
4-view,TCGA-B0-5703,TCGA-BP-5187,0.0
4-view,TCGA-B0-5703,TCGA-BP-5189,0.21428571428571425
4-view,TCGA-B0-5703,TCGA-BP-5190,0.0
4-view,TCGA-B0-5703,TCGA-BP-5191,1.0
4-view,TCGA-B0-5703,TCGA-BP-5192,0.0
4-view,TCGA-B0-5703,TCGA-BP-5194,0.0
4-view,TCGA-B0-5703,TCGA-BP-5195,0.0
4-view,TCGA-B0-5703,TCGA-BP-5196,0.7894736842105263
4-view,TCGA-B0-5703,TCGA-BP-5199,1.0
4-view,TCGA-B0-5703,TCGA-BP-5200,0.5
4-view,TCGA-B0-5703,TCGA-CJ-4637,0.44999999999999996
4-view,TCGA-B0-5703,TCGA-CJ-4641,0.44999999999999996
4-view,TCGA-B0-5703,TCGA-CJ-4900,0.44999999999999996
4-view,TCGA-B0-5703,TCGA-CJ-4902,0.6666666666666666
4-view,TCGA-B0-5703,TCGA-CJ-4903,0.46153846153846156
4-view,TCGA-B0-5703,TCGA-CJ-4904,0.0
4-view,TCGA-B0-5703,TCGA-CJ-4923,0.5625
4-view,TCGA-B0-5703,TCGA-CJ-6027,0.5
4-view,TCGA-B0-5703,TCGA-CJ-6028,0.44999999999999996
4-view,TCGA-B0-5703,TCGA-CJ-6030,0.1764705882352941
4-view,TCGA-B0-5703,TCGA-CJ-6033,0.6923076923076924
4-view,TCGA-B0-5703,TCGA-CZ-4859,0.0
4-view,TCGA-B0-5703,TCGA-CZ-4863,0.5
4-view,TCGA-B0-5703,TCGA-CZ-4865,1.0
4-view,TCGA-B0-5703,TCGA-CZ-5451,0.0
4-view,TCGA-B0-5703,TCGA-CZ-5462,0.1764705882352941
4-view,TCGA-B0-5703,TCGA-CZ-5468,1.0
4-view,TCGA-B0-5703,TCGA-CZ-5984,1.0
4-view,TCGA-B0-5703,TCGA-CZ-5985,0.44999999999999996
4-view,TCGA-B0-5703,TCGA-CZ-5988,0.5
4-view,TCGA-B0-5703,TCGA-G6-A5PC,0.5
4-view,TCGA-B0-5703,TCGA-G6-A8L7,1.0
4-view,TCGA-B0-5706,TCGA-B0-5709,1.0
4-view,TCGA-B0-5706,TCGA-B0-5712,1.0
4-view,TCGA-B0-5706,TCGA-B0-5812,0.0
4-view,TCGA-B0-5706,TCGA-B8-4148,1.0
4-view,TCGA-B0-5706,TCGA-B8-4151,1.0
4-view,TCGA-B0-5706,TCGA-B8-4153,0.0
4-view,TCGA-B0-5706,TCGA-B8-4619,0.0
4-view,TCGA-B0-5706,TCGA-B8-4622,1.0
4-view,TCGA-B0-5706,TCGA-B8-5158,1.0
4-view,TCGA-B0-5706,TCGA-B8-5159,0.0
4-view,TCGA-B0-5706,TCGA-B8-5162,1.0
4-view,TCGA-B0-5706,TCGA-B8-5164,0.5
4-view,TCGA-B0-5706,TCGA-B8-5165,0.0
4-view,TCGA-B0-5706,TCGA-B8-5546,0.0
4-view,TCGA-B0-5706,TCGA-B8-5549,1.0
4-view,TCGA-B0-5706,TCGA-B8-5550,1.0
4-view,TCGA-B0-5706,TCGA-B8-5551,1.0
4-view,TCGA-B0-5706,TCGA-B8-5553,0.0
4-view,TCGA-B0-5706,TCGA-B8-A54D,1.0
4-view,TCGA-B0-5706,TCGA-B8-A54E,1.0
4-view,TCGA-B0-5706,TCGA-B8-A54F,1.0
4-view,TCGA-B0-5706,TCGA-B8-A54G,1.0
4-view,TCGA-B0-5706,TCGA-BP-4164,1.0
4-view,TCGA-B0-5706,TCGA-BP-4167,1.0
4-view,TCGA-B0-5706,TCGA-BP-4770,1.0
4-view,TCGA-B0-5706,TCGA-BP-4782,0.5
4-view,TCGA-B0-5706,TCGA-BP-4960,1.0
4-view,TCGA-B0-5706,TCGA-BP-4962,1.0
4-view,TCGA-B0-5706,TCGA-BP-4965,0.0
4-view,TCGA-B0-5706,TCGA-BP-4967,1.0
4-view,TCGA-B0-5706,TCGA-BP-4970,0.0
4-view,TCGA-B0-5706,TCGA-BP-4971,1.0
4-view,TCGA-B0-5706,TCGA-BP-4972,0.5
4-view,TCGA-B0-5706,TCGA-BP-4976,0.0
4-view,TCGA-B0-5706,TCGA-BP-4977,1.0
4-view,TCGA-B0-5706,TCGA-BP-4982,0.0
4-view,TCGA-B0-5706,TCGA-BP-4986,1.0
4-view,TCGA-B0-5706,TCGA-BP-4988,1.0
4-view,TCGA-B0-5706,TCGA-BP-4989,1.0
4-view,TCGA-B0-5706,TCGA-BP-4992,1.0
4-view,TCGA-B0-5706,TCGA-BP-4994,0.0
4-view,TCGA-B0-5706,TCGA-BP-4995,0.0
4-view,TCGA-B0-5706,TCGA-BP-4999,0.0
4-view,TCGA-B0-5706,TCGA-BP-5000,1.0
4-view,TCGA-B0-5706,TCGA-BP-5001,0.0
4-view,TCGA-B0-5706,TCGA-BP-5004,0.0
4-view,TCGA-B0-5706,TCGA-BP-5006,0.0
4-view,TCGA-B0-5706,TCGA-BP-5007,0.0
4-view,TCGA-B0-5706,TCGA-BP-5009,1.0
4-view,TCGA-B0-5706,TCGA-BP-5010,1.0
4-view,TCGA-B0-5706,TCGA-BP-5174,0.0
4-view,TCGA-B0-5706,TCGA-BP-5175,1.0
4-view,TCGA-B0-5706,TCGA-BP-5180,1.0
4-view,TCGA-B0-5706,TCGA-BP-5181,0.0
4-view,TCGA-B0-5706,TCGA-BP-5183,0.0
4-view,TCGA-B0-5706,TCGA-BP-5184,0.0
4-view,TCGA-B0-5706,TCGA-BP-5186,0.0
4-view,TCGA-B0-5706,TCGA-BP-5187,0.0
4-view,TCGA-B0-5706,TCGA-BP-5189,0.5
4-view,TCGA-B0-5706,TCGA-BP-5190,0.0
4-view,TCGA-B0-5706,TCGA-BP-5191,1.0
4-view,TCGA-B0-5706,TCGA-BP-5192,0.0
4-view,TCGA-B0-5706,TCGA-BP-5194,0.0
4-view,TCGA-B0-5706,TCGA-BP-5195,0.0
4-view,TCGA-B0-5706,TCGA-BP-5196,1.0
4-view,TCGA-B0-5706,TCGA-BP-5199,1.0
4-view,TCGA-B0-5706,TCGA-BP-5200,1.0
4-view,TCGA-B0-5706,TCGA-CJ-4637,1.0
4-view,TCGA-B0-5706,TCGA-CJ-4641,1.0
4-view,TCGA-B0-5706,TCGA-CJ-4900,1.0
4-view,TCGA-B0-5706,TCGA-CJ-4902,1.0
4-view,TCGA-B0-5706,TCGA-CJ-4903,1.0
4-view,TCGA-B0-5706,TCGA-CJ-4904,0.0
4-view,TCGA-B0-5706,TCGA-CJ-4923,1.0
4-view,TCGA-B0-5706,TCGA-CJ-6027,1.0
4-view,TCGA-B0-5706,TCGA-CJ-6028,1.0
4-view,TCGA-B0-5706,TCGA-CJ-6030,1.0
4-view,TCGA-B0-5706,TCGA-CJ-6033,1.0
4-view,TCGA-B0-5706,TCGA-CZ-4859,0.0
4-view,TCGA-B0-5706,TCGA-CZ-4863,0.5
4-view,TCGA-B0-5706,TCGA-CZ-4865,1.0
4-view,TCGA-B0-5706,TCGA-CZ-5451,0.0
4-view,TCGA-B0-5706,TCGA-CZ-5462,1.0
4-view,TCGA-B0-5706,TCGA-CZ-5468,1.0
4-view,TCGA-B0-5706,TCGA-CZ-5984,1.0
4-view,TCGA-B0-5706,TCGA-CZ-5985,1.0
4-view,TCGA-B0-5706,TCGA-CZ-5988,1.0
4-view,TCGA-B0-5706,TCGA-G6-A5PC,1.0
4-view,TCGA-B0-5706,TCGA-G6-A8L7,1.0
4-view,TCGA-B0-5709,TCGA-B0-5712,0.5
4-view,TCGA-B0-5709,TCGA-B0-5812,0.0
4-view,TCGA-B0-5709,TCGA-B8-4148,1.0
4-view,TCGA-B0-5709,TCGA-B8-4151,0.5
4-view,TCGA-B0-5709,TCGA-B8-4153,0.0
4-view,TCGA-B0-5709,TCGA-B8-4619,0.0
4-view,TCGA-B0-5709,TCGA-B8-4622,0.5
4-view,TCGA-B0-5709,TCGA-B8-5158,0.5
4-view,TCGA-B0-5709,TCGA-B8-5159,0.0
4-view,TCGA-B0-5709,TCGA-B8-5162,1.0
4-view,TCGA-B0-5709,TCGA-B8-5164,0.0
4-view,TCGA-B0-5709,TCGA-B8-5165,0.0
4-view,TCGA-B0-5709,TCGA-B8-5546,0.0
4-view,TCGA-B0-5709,TCGA-B8-5549,1.0
4-view,TCGA-B0-5709,TCGA-B8-5550,0.47058823529411764
4-view,TCGA-B0-5709,TCGA-B8-5551,0.8823529411764706
4-view,TCGA-B0-5709,TCGA-B8-5553,0.0
4-view,TCGA-B0-5709,TCGA-B8-A54D,0.5
4-view,TCGA-B0-5709,TCGA-B8-A54E,0.857142857142857
4-view,TCGA-B0-5709,TCGA-B8-A54F,1.0
4-view,TCGA-B0-5709,TCGA-B8-A54G,0.7058823529411764
4-view,TCGA-B0-5709,TCGA-BP-4164,0.5
4-view,TCGA-B0-5709,TCGA-BP-4167,0.625
4-view,TCGA-B0-5709,TCGA-BP-4770,0.47058823529411764
4-view,TCGA-B0-5709,TCGA-BP-4782,0.21428571428571425
4-view,TCGA-B0-5709,TCGA-BP-4960,0.375
4-view,TCGA-B0-5709,TCGA-BP-4962,0.47058823529411764
4-view,TCGA-B0-5709,TCGA-BP-4965,0.0
4-view,TCGA-B0-5709,TCGA-BP-4967,1.0
4-view,TCGA-B0-5709,TCGA-BP-4970,0.0
4-view,TCGA-B0-5709,TCGA-BP-4971,0.375
4-view,TCGA-B0-5709,TCGA-BP-4972,0.21428571428571425
4-view,TCGA-B0-5709,TCGA-BP-4976,0.0
4-view,TCGA-B0-5709,TCGA-BP-4977,0.5
4-view,TCGA-B0-5709,TCGA-BP-4982,0.0
4-view,TCGA-B0-5709,TCGA-BP-4986,0.375
4-view,TCGA-B0-5709,TCGA-BP-4988,0.39999999999999997
4-view,TCGA-B0-5709,TCGA-BP-4989,1.0
4-view,TCGA-B0-5709,TCGA-BP-4992,0.5
4-view,TCGA-B0-5709,TCGA-BP-4994,0.0
4-view,TCGA-B0-5709,TCGA-BP-4995,0.0
4-view,TCGA-B0-5709,TCGA-BP-4999,0.0
4-view,TCGA-B0-5709,TCGA-BP-5000,0.5
4-view,TCGA-B0-5709,TCGA-BP-5001,0.0
4-view,TCGA-B0-5709,TCGA-BP-5004,0.0
4-view,TCGA-B0-5709,TCGA-BP-5006,0.0
4-view,TCGA-B0-5709,TCGA-BP-5007,0.0
4-view,TCGA-B0-5709,TCGA-BP-5009,0.5
4-view,TCGA-B0-5709,TCGA-BP-5010,0.375
4-view,TCGA-B0-5709,TCGA-BP-5174,0.0
4-view,TCGA-B0-5709,TCGA-BP-5175,0.375
4-view,TCGA-B0-5709,TCGA-BP-5180,0.7058823529411764
4-view,TCGA-B0-5709,TCGA-BP-5181,0.0
4-view,TCGA-B0-5709,TCGA-BP-5183,0.0
4-view,TCGA-B0-5709,TCGA-BP-5184,0.0
4-view,TCGA-B0-5709,TCGA-BP-5186,0.0
4-view,TCGA-B0-5709,TCGA-BP-5187,0.0
4-view,TCGA-B0-5709,TCGA-BP-5189,0.0
4-view,TCGA-B0-5709,TCGA-BP-5190,0.0
4-view,TCGA-B0-5709,TCGA-BP-5191,0.375
4-view,TCGA-B0-5709,TCGA-BP-5192,0.0
4-view,TCGA-B0-5709,TCGA-BP-5194,0.0
4-view,TCGA-B0-5709,TCGA-BP-5195,0.0
4-view,TCGA-B0-5709,TCGA-BP-5196,0.47058823529411764
4-view,TCGA-B0-5709,TCGA-BP-5199,0.375
4-view,TCGA-B0-5709,TCGA-BP-5200,0.5
4-view,TCGA-B0-5709,TCGA-CJ-4637,0.8823529411764706
4-view,TCGA-B0-5709,TCGA-CJ-4641,0.8823529411764706
4-view,TCGA-B0-5709,TCGA-CJ-4900,0.8823529411764706
4-view,TCGA-B0-5709,TCGA-CJ-4902,0.6
4-view,TCGA-B0-5709,TCGA-CJ-4903,0.5714285714285713
4-view,TCGA-B0-5709,TCGA-CJ-4904,0.0
4-view,TCGA-B0-5709,TCGA-CJ-4923,0.6470588235294118
4-view,TCGA-B0-5709,TCGA-CJ-6027,0.5
4-view,TCGA-B0-5709,TCGA-CJ-6028,0.8823529411764706
4-view,TCGA-B0-5709,TCGA-CJ-6030,0.7058823529411764
4-view,TCGA-B0-5709,TCGA-CJ-6033,0.5714285714285713
4-view,TCGA-B0-5709,TCGA-CZ-4859,0.0
4-view,TCGA-B0-5709,TCGA-CZ-4863,0.0
4-view,TCGA-B0-5709,TCGA-CZ-4865,1.0
4-view,TCGA-B0-5709,TCGA-CZ-5451,0.0
4-view,TCGA-B0-5709,TCGA-CZ-5462,0.7058823529411764
4-view,TCGA-B0-5709,TCGA-CZ-5468,0.46153846153846156
4-view,TCGA-B0-5709,TCGA-CZ-5984,1.0
4-view,TCGA-B0-5709,TCGA-CZ-5985,0.8823529411764706
4-view,TCGA-B0-5709,TCGA-CZ-5988,0.5
4-view,TCGA-B0-5709,TCGA-G6-A5PC,0.5
4-view,TCGA-B0-5709,TCGA-G6-A8L7,1.0
4-view,TCGA-B0-5712,TCGA-B0-5812,0.0
4-view,TCGA-B0-5712,TCGA-B8-4148,1.0
4-view,TCGA-B0-5712,TCGA-B8-4151,1.0
4-view,TCGA-B0-5712,TCGA-B8-4153,0.5
4-view,TCGA-B0-5712,TCGA-B8-4619,0.0
4-view,TCGA-B0-5712,TCGA-B8-4622,1.0
4-view,TCGA-B0-5712,TCGA-B8-5158,1.0
4-view,TCGA-B0-5712,TCGA-B8-5159,0.0
4-view,TCGA-B0-5712,TCGA-B8-5162,1.0
4-view,TCGA-B0-5712,TCGA-B8-5164,0.0
4-view,TCGA-B0-5712,TCGA-B8-5165,0.0
4-view,TCGA-B0-5712,TCGA-B8-5546,0.0
4-view,TCGA-B0-5712,TCGA-B8-5549,1.0
4-view,TCGA-B0-5712,TCGA-B8-5550,0.5
4-view,TCGA-B0-5712,TCGA-B8-5551,0.5
4-view,TCGA-B0-5712,TCGA-B8-5553,0.0
4-view,TCGA-B0-5712,TCGA-B8-A54D,1.0
4-view,TCGA-B0-5712,TCGA-B8-A54E,1.0
4-view,TCGA-B0-5712,TCGA-B8-A54F,1.0
4-view,TCGA-B0-5712,TCGA-B8-A54G,1.0
4-view,TCGA-B0-5712,TCGA-BP-4164,1.0
4-view,TCGA-B0-5712,TCGA-BP-4167,1.0
4-view,TCGA-B0-5712,TCGA-BP-4770,0.5
4-view,TCGA-B0-5712,TCGA-BP-4782,0.5
4-view,TCGA-B0-5712,TCGA-BP-4960,0.5
4-view,TCGA-B0-5712,TCGA-BP-4962,0.5
4-view,TCGA-B0-5712,TCGA-BP-4965,0.0
4-view,TCGA-B0-5712,TCGA-BP-4967,1.0
4-view,TCGA-B0-5712,TCGA-BP-4970,0.0
4-view,TCGA-B0-5712,TCGA-BP-4971,0.5
4-view,TCGA-B0-5712,TCGA-BP-4972,0.5
4-view,TCGA-B0-5712,TCGA-BP-4976,0.0
4-view,TCGA-B0-5712,TCGA-BP-4977,1.0
4-view,TCGA-B0-5712,TCGA-BP-4982,0.0
4-view,TCGA-B0-5712,TCGA-BP-4986,0.5
4-view,TCGA-B0-5712,TCGA-BP-4988,0.5
4-view,TCGA-B0-5712,TCGA-BP-4989,1.0
4-view,TCGA-B0-5712,TCGA-BP-4992,1.0
4-view,TCGA-B0-5712,TCGA-BP-4994,0.0
4-view,TCGA-B0-5712,TCGA-BP-4995,0.0
4-view,TCGA-B0-5712,TCGA-BP-4999,0.0
4-view,TCGA-B0-5712,TCGA-BP-5000,1.0
4-view,TCGA-B0-5712,TCGA-BP-5001,0.5
4-view,TCGA-B0-5712,TCGA-BP-5004,0.0
4-view,TCGA-B0-5712,TCGA-BP-5006,0.0
4-view,TCGA-B0-5712,TCGA-BP-5007,0.0
4-view,TCGA-B0-5712,TCGA-BP-5009,1.0
4-view,TCGA-B0-5712,TCGA-BP-5010,0.5
4-view,TCGA-B0-5712,TCGA-BP-5174,0.0
4-view,TCGA-B0-5712,TCGA-BP-5175,0.5
4-view,TCGA-B0-5712,TCGA-BP-5180,1.0
4-view,TCGA-B0-5712,TCGA-BP-5181,0.0
4-view,TCGA-B0-5712,TCGA-BP-5183,0.5
4-view,TCGA-B0-5712,TCGA-BP-5184,0.0
4-view,TCGA-B0-5712,TCGA-BP-5186,0.0
4-view,TCGA-B0-5712,TCGA-BP-5187,0.0
4-view,TCGA-B0-5712,TCGA-BP-5189,0.0
4-view,TCGA-B0-5712,TCGA-BP-5190,0.0
4-view,TCGA-B0-5712,TCGA-BP-5191,0.5
4-view,TCGA-B0-5712,TCGA-BP-5192,0.0
4-view,TCGA-B0-5712,TCGA-BP-5194,0.0
4-view,TCGA-B0-5712,TCGA-BP-5195,0.0
4-view,TCGA-B0-5712,TCGA-BP-5196,0.5
4-view,TCGA-B0-5712,TCGA-BP-5199,0.5
4-view,TCGA-B0-5712,TCGA-BP-5200,1.0
4-view,TCGA-B0-5712,TCGA-CJ-4637,0.5
4-view,TCGA-B0-5712,TCGA-CJ-4641,0.5
4-view,TCGA-B0-5712,TCGA-CJ-4900,0.5
4-view,TCGA-B0-5712,TCGA-CJ-4902,0.5
4-view,TCGA-B0-5712,TCGA-CJ-4903,1.0
4-view,TCGA-B0-5712,TCGA-CJ-4904,0.0
4-view,TCGA-B0-5712,TCGA-CJ-4923,0.5
4-view,TCGA-B0-5712,TCGA-CJ-6027,1.0
4-view,TCGA-B0-5712,TCGA-CJ-6028,0.5
4-view,TCGA-B0-5712,TCGA-CJ-6030,1.0
4-view,TCGA-B0-5712,TCGA-CJ-6033,0.5
4-view,TCGA-B0-5712,TCGA-CZ-4859,0.5
4-view,TCGA-B0-5712,TCGA-CZ-4863,0.0
4-view,TCGA-B0-5712,TCGA-CZ-4865,1.0
4-view,TCGA-B0-5712,TCGA-CZ-5451,0.0
4-view,TCGA-B0-5712,TCGA-CZ-5462,1.0
4-view,TCGA-B0-5712,TCGA-CZ-5468,0.5
4-view,TCGA-B0-5712,TCGA-CZ-5984,1.0
4-view,TCGA-B0-5712,TCGA-CZ-5985,0.5
4-view,TCGA-B0-5712,TCGA-CZ-5988,1.0
4-view,TCGA-B0-5712,TCGA-G6-A5PC,1.0
4-view,TCGA-B0-5712,TCGA-G6-A8L7,1.0
4-view,TCGA-B0-5812,TCGA-B8-4148,0.0
4-view,TCGA-B0-5812,TCGA-B8-4151,0.0
4-view,TCGA-B0-5812,TCGA-B8-4153,0.5
4-view,TCGA-B0-5812,TCGA-B8-4619,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-B8-4622,0.0
4-view,TCGA-B0-5812,TCGA-B8-5158,0.0
4-view,TCGA-B0-5812,TCGA-B8-5159,1.0
4-view,TCGA-B0-5812,TCGA-B8-5162,0.0
4-view,TCGA-B0-5812,TCGA-B8-5164,0.5
4-view,TCGA-B0-5812,TCGA-B8-5165,1.0
4-view,TCGA-B0-5812,TCGA-B8-5546,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-B8-5549,0.0
4-view,TCGA-B0-5812,TCGA-B8-5550,0.0
4-view,TCGA-B0-5812,TCGA-B8-5551,0.0
4-view,TCGA-B0-5812,TCGA-B8-5553,1.0
4-view,TCGA-B0-5812,TCGA-B8-A54D,0.0
4-view,TCGA-B0-5812,TCGA-B8-A54E,0.0
4-view,TCGA-B0-5812,TCGA-B8-A54F,0.0
4-view,TCGA-B0-5812,TCGA-B8-A54G,0.0
4-view,TCGA-B0-5812,TCGA-BP-4164,0.0
4-view,TCGA-B0-5812,TCGA-BP-4167,0.0
4-view,TCGA-B0-5812,TCGA-BP-4770,0.0
4-view,TCGA-B0-5812,TCGA-BP-4782,0.5
4-view,TCGA-B0-5812,TCGA-BP-4960,0.0
4-view,TCGA-B0-5812,TCGA-BP-4962,0.0
4-view,TCGA-B0-5812,TCGA-BP-4965,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-BP-4967,0.0
4-view,TCGA-B0-5812,TCGA-BP-4970,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-BP-4971,0.0
4-view,TCGA-B0-5812,TCGA-BP-4972,0.5
4-view,TCGA-B0-5812,TCGA-BP-4976,1.0
4-view,TCGA-B0-5812,TCGA-BP-4977,0.0
4-view,TCGA-B0-5812,TCGA-BP-4982,1.0
4-view,TCGA-B0-5812,TCGA-BP-4986,0.0
4-view,TCGA-B0-5812,TCGA-BP-4988,0.0
4-view,TCGA-B0-5812,TCGA-BP-4989,0.0
4-view,TCGA-B0-5812,TCGA-BP-4992,0.0
4-view,TCGA-B0-5812,TCGA-BP-4994,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-BP-4995,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-BP-4999,1.0
4-view,TCGA-B0-5812,TCGA-BP-5000,0.0
4-view,TCGA-B0-5812,TCGA-BP-5001,0.5
4-view,TCGA-B0-5812,TCGA-BP-5004,1.0
4-view,TCGA-B0-5812,TCGA-BP-5006,1.0
4-view,TCGA-B0-5812,TCGA-BP-5007,1.0
4-view,TCGA-B0-5812,TCGA-BP-5009,0.0
4-view,TCGA-B0-5812,TCGA-BP-5010,0.0
4-view,TCGA-B0-5812,TCGA-BP-5174,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-BP-5175,0.0
4-view,TCGA-B0-5812,TCGA-BP-5180,0.0
4-view,TCGA-B0-5812,TCGA-BP-5181,1.0
4-view,TCGA-B0-5812,TCGA-BP-5183,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-BP-5184,1.0
4-view,TCGA-B0-5812,TCGA-BP-5186,0.6666666666666666
4-view,TCGA-B0-5812,TCGA-BP-5187,1.0
4-view,TCGA-B0-5812,TCGA-BP-5189,0.39999999999999997
4-view,TCGA-B0-5812,TCGA-BP-5190,0.8571428571428571
4-view,TCGA-B0-5812,TCGA-BP-5191,0.0
4-view,TCGA-B0-5812,TCGA-BP-5192,1.0
4-view,TCGA-B0-5812,TCGA-BP-5194,1.0
4-view,TCGA-B0-5812,TCGA-BP-5195,1.0
4-view,TCGA-B0-5812,TCGA-BP-5196,0.0
4-view,TCGA-B0-5812,TCGA-BP-5199,0.0
4-view,TCGA-B0-5812,TCGA-BP-5200,0.0
4-view,TCGA-B0-5812,TCGA-CJ-4637,0.0
4-view,TCGA-B0-5812,TCGA-CJ-4641,0.0
4-view,TCGA-B0-5812,TCGA-CJ-4900,0.0
